PartitionKey,RowKey,Timestamp,Date,Level,Logger,Message,,,,,,,,,,,,,,,,,,,,,,,,
C214C9C2-EF0C-4B96-9E73-04AFD50E07B2,94E305C3-7F19-46AB-9663-46FBA4D64B92,16:54.2,16:54.2,stage8,CBComInsMemberGameInfoStages,12,,,,,,,,,,,,,,,,,,,,,,,,
1C51306D-436D-4AFB-B9BC-0D155FEAC6DF,28189734-6438-4092-8449-EB71CA85501D,16:54.2,16:54.2,stage27,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
04789678-6D42-44E5-A5E4-2DAAFDB3B54A,47E537B8-83FD-4B88-825A-8C63E08E8EA9,16:54.2,16:54.2,stage27,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
BE21BD2F-0006-4697-9878-C239D373A76E,8D1DA680-7CA9-4EEB-8DF9-173A5A4B80EC,16:54.2,16:54.2,stage5,CBComInsMemberGameInfoStages,9,,,,,,,,,,,,,,,,,,,,,,,,
2E4ABF84-CA86-497F-9FDC-F2BEB28BE3BF,6E4AED07-0305-47BD-A305-899B2F598C8A,16:54.2,16:54.2,stage20,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
ED4C1760-8D41-418D-AF1C-9A6F7871BEF7,26A85416-1F0E-491C-85FE-25509B799C3A,16:54.2,16:54.2,stage13,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
01C41330-723A-42E3-822C-BE5E07B9E5C7,2FF4B420-C56D-4756-B6C2-06801C38EC3D,16:54.2,16:54.2,stage4,CBComInsMemberGameInfoStages,5,,,,,,,,,,,,,,,,,,,,,,,,
C70B28E7-3E3D-4CED-94FB-53EAEA5E48D7,29AAB0AD-6C74-45D1-B646-2105D19DBCA3,16:54.2,16:54.2,stage29,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
F0F60425-431B-4842-9F9C-3BACE2929C58,D1E9535B-1ED5-48EF-900B-2250F8893600,16:54.2,16:54.2,stage24,CBComInsMemberGameInfoStages,9,,,,,,,,,,,,,,,,,,,,,,,,
E588C558-7F9E-40E7-A525-BF4A9C220759,D5035460-13C3-4D2E-8BC1-493DB71B5769,16:54.2,16:54.2,stage6,CBComInsMemberGameInfoStages,11,,,,,,,,,,,,,,,,,,,,,,,,
329031AC-75C1-4355-A8EB-86D179763C43,F6575002-35DF-4085-8E8D-F2F55DFD8FBE,16:54.2,16:54.2,stage16,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
E0860DFF-2ED5-4F2C-9B76-F9E8412118D0,BD10F2BA-A191-4486-838C-C6A4ED6656BA,16:54.2,16:54.2,stage12,CBComInsMemberGameInfoStages,3,,,,,,,,,,,,,,,,,,,,,,,,
FE25D790-4D4A-405D-86A8-03B4371DFFCA,C5D4197E-37CA-4E38-9B0E-712C355038E8,16:54.2,16:54.2,stage1,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
2F445792-1D27-4DC0-8A57-B424B5CA416B,D82DD700-CDA7-40DA-94A5-CF0F6777CFD0,16:54.2,16:54.2,stage4,CBComInsMemberGameInfoStages,12,,,,,,,,,,,,,,,,,,,,,,,,
1883377B-8C16-4FA2-95F4-94D08CCACD32,E074D898-A78F-43FC-BFD8-91E62E2FC07B,16:54.2,16:54.2,stage0,CBComInsMemberGameInfoStages,2,,,,,,,,,,,,,,,,,,,,,,,,
0431B37C-2023-434B-BD79-E3A589D1F40E,A1CEF856-F51A-462F-B7CC-7B46BCD66375,16:54.2,16:54.2,stage25,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
C8A24B67-59B4-4240-A18F-629234944372,B4843243-5E3F-4E2B-A112-B453435F789C,16:54.2,16:54.2,stage5,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
2311C789-6C56-404A-9117-6322EC18DA40,61CD03CB-6364-4F45-87F5-A2B0F28DBE5F,16:54.2,16:54.2,stage15,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
C40C2687-8B8E-498E-AE94-D88FFB729612,2B8363B8-1BBE-4268-9F84-5A6E1AD2D62F,16:54.2,16:54.2,stage24,CBComInsMemberGameInfoStages,14,,,,,,,,,,,,,,,,,,,,,,,,
78AE1FCF-BA9A-4946-B3B5-C98F71110487,F46B6B1A-D41B-4E24-BE6A-17B0DFB8E466,16:54.2,16:54.2,stage3,CBComInsMemberGameInfoStages,0,,,,,,,,,,,,,,,,,,,,,,,,
5D5C428E-7F37-482C-838C-7930F9B3429C,BEA42C69-B93A-411D-91E0-FE7379733531,16:54.2,16:54.2,stage20,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
6013E209-78BC-4AB9-9943-2AA359906C34,F024DA57-EE9C-479A-A69E-AADF54260ED8,16:54.2,16:54.2,stage11,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
7DCF7669-8DD6-4A85-9E43-0105B3F24829,B86A8741-3620-451C-8382-DF136CAA810D,16:54.2,16:54.2,stage20,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
8F4C8A14-910D-4DC9-8B8A-3E35399AD1C5,728BD9C3-BF27-4106-AB00-398C77E67581,16:54.2,16:54.2,stage28,CBComInsMemberGameInfoStages,10,,,,,,,,,,,,,,,,,,,,,,,,
3441D595-9950-475F-9CEA-E2211ECC7916,9DB83E3F-6271-45F8-84E7-0F7CFA15C1A1,16:54.2,16:54.2,stage28,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
406D8979-142B-4B50-B09B-9682DC67B519,FA77FDB9-E78B-4B15-84E7-98D3DBE6D38E,16:54.2,16:54.2,stage27,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
12729E57-A628-4B8B-B583-1AEE63DB81A5,A4CDAA35-0108-4D3E-904D-B530C8A70399,16:54.2,16:54.2,stage10,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
F84AF095-26F4-4D7F-9E9A-5B7B6E0075CF,406BFC07-430B-4E44-B5DD-0C6C39B116D0,16:54.2,16:54.2,stage2,CBComInsMemberGameInfoStages,5,,,,,,,,,,,,,,,,,,,,,,,,
6F1D63AB-6377-4BF4-B2BA-3F32492239AE,9C340562-6D1C-4258-AC65-2EBEA4E4AC39,16:54.2,16:54.2,stage10,CBComInsMemberGameInfoStages,11,,,,,,,,,,,,,,,,,,,,,,,,
745B85C4-E8C4-4CB3-8F95-E86B5EC4314B,8C36FD9A-A2F9-4A0B-809E-A30950F5C207,16:54.2,16:54.2,stage3,CBComInsMemberGameInfoStages,0,,,,,,,,,,,,,,,,,,,,,,,,
B95FEE30-E309-40E2-ACFD-BA64FB2E1415,ADBA228E-EBA5-4A8E-880E-3E0957B55C6E,16:54.2,16:54.2,stage13,CBComInsMemberGameInfoStages,3,,,,,,,,,,,,,,,,,,,,,,,,
55662225-8A94-483A-92EE-0C64B5A53AD7,67DB9E86-7CAC-4DF6-9818-C41DAC0BFE9F,16:54.2,16:54.2,stage21,CBComInsMemberGameInfoStages,10,,,,,,,,,,,,,,,,,,,,,,,,
9C8C8D91-81CF-4760-9B8D-D10243521BA4,88F97DBF-EE3F-4118-8C07-AF50B21B0DEA,16:54.2,16:54.2,stage10,CBComInsMemberGameInfoStages,2,,,,,,,,,,,,,,,,,,,,,,,,
CF398E91-28A4-4549-AFD9-9E9EC0DB1EE5,9BA72225-0578-448F-83F9-B973F0B11C45,16:54.2,16:54.2,stage27,CBComInsMemberGameInfoStages,2,,,,,,,,,,,,,,,,,,,,,,,,
AEF961F5-DA1B-4E9A-8F2B-FAE0BEE84FC2,3675C354-A2B3-4ACC-81A3-F31508D4E55D,16:54.2,16:54.2,stage8,CBComInsMemberGameInfoStages,14,,,,,,,,,,,,,,,,,,,,,,,,
CB662982-EA7C-4E3B-A697-6F36D78DF0F5,FB22CEE1-AA73-4095-B253-18F76CA239A5,16:54.2,16:54.2,stage15,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
03FBA563-DE84-4ECF-A9EF-811987A7232F,535056ED-1092-48BB-99A2-EC8D60454DED,16:54.2,16:54.2,stage4,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
CCDE8C42-496D-4A99-A8E7-919B3F3071F1,55C6EA3E-1F44-49C5-A85B-A2BC7DD669C8,16:54.2,16:54.2,stage7,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
FCFCE921-4D08-416B-A9E4-E36DA1C1AA55,C0A04368-50A4-47A2-A68E-D0CC3351CF4D,16:54.2,16:54.2,stage5,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
BC05B662-C244-404A-A819-9FBEE295C878,E21F6285-5622-4244-9E15-932137F41511,16:54.2,16:54.2,stage2,CBComInsMemberGameInfoStages,14,,,,,,,,,,,,,,,,,,,,,,,,
6A4E64F9-7613-460A-91DA-4A90063A2290,4E7C5B32-567E-42CA-8400-5574D620865C,16:54.2,16:54.2,stage7,CBComInsMemberGameInfoStages,12,,,,,,,,,,,,,,,,,,,,,,,,
9D8B959D-2BE6-4D55-9320-5A053E0D714C,AA1603A9-9D9E-4681-81BD-B38FBE2774D1,16:54.2,16:54.2,stage9,CBComInsMemberGameInfoStages,1,,,,,,,,,,,,,,,,,,,,,,,,
E4108846-8D34-46A0-8B11-0221FE8D5151,044A0E48-266E-48B0-82B9-05072E3BB566,16:54.2,16:54.2,stage5,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
63D7DC47-1CC6-4CC7-B4F8-A203A45F9597,409D03D1-9ABA-4F67-9833-1607773DD1B7,16:54.2,16:54.2,stage7,CBComInsMemberGameInfoStages,5,,,,,,,,,,,,,,,,,,,,,,,,
58EFFCB5-53DC-4CE0-8740-88F579D242B7,17643115-A253-4A6B-84B6-2782A74B2561,16:54.2,16:54.2,stage8,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
E8EDACEC-55FD-44E8-8756-AA01E4C67588,ABE66947-999B-4E90-85D8-4930F317C9AB,16:54.2,16:54.2,stage2,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
58509262-BC7A-4E93-9A1A-F46D827B7CFF,703B20DB-1F3E-432D-86C9-1FD7DF6A377C,16:54.2,16:54.2,stage28,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
1484DF40-A4AD-4C37-822D-8E08B5C62A67,749159CA-CD8C-4501-9B01-5338839C27D8,16:54.2,16:54.2,stage15,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
8D05B577-CA72-4778-8540-183CB0F5A77E,B79A39D2-7EE0-4062-9A78-CBA19C11BAFF,16:54.2,16:54.2,stage22,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
4027B159-9399-4313-8CB2-35E8BE12DD63,C2CFFA23-A9A6-48DD-B20E-6172520359D0,16:54.2,16:54.2,stage16,CBComInsMemberGameInfoStages,10,,,,,,,,,,,,,,,,,,,,,,,,
5554976A-0168-42CC-A496-948F79AAB4ED,31D60010-2D42-4186-A5DA-BAC358DAB183,16:54.2,16:54.2,stage24,CBComInsMemberGameInfoStages,11,,,,,,,,,,,,,,,,,,,,,,,,
6395865A-F5F9-4367-8DCA-087C6975BA57,F7B288CE-7E41-41BC-9B34-6C2D451EDA36,16:54.2,16:54.2,stage12,CBComInsMemberGameInfoStages,2,,,,,,,,,,,,,,,,,,,,,,,,
89CC04E9-84D9-49AE-9939-60D41F526632,E981A0A0-84B9-480D-8CB2-B5141624F772,16:54.2,16:54.2,stage20,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
2C2A3340-1F0F-4AEA-8152-2EEBE82AADBD,07D50EA6-C796-4408-9534-7D53657699D5,16:54.2,16:54.2,stage15,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
F478D591-55BB-4D1F-9DC2-670C4BC2A7F6,6D5DB5A0-0E48-412B-B804-C02E9F211F58,16:54.2,16:54.2,stage13,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
41873FBB-98D2-4B7A-A22C-DB627AD7DDBB,811938F0-2C89-4010-8948-FD2A4A8CD130,16:54.2,16:54.2,stage11,CBComInsMemberGameInfoStages,11,,,,,,,,,,,,,,,,,,,,,,,,
B4DE931A-B6EC-4695-9AB5-26535F5FC234,6CCACA40-9E70-47DD-8A61-D24F2221980A,16:54.2,16:54.2,stage5,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
62706EE4-A9AA-4068-825F-965568E2F840,9C080E55-C153-4AFA-A641-45A19ED4C630,16:54.2,16:54.2,stage24,CBComInsMemberGameInfoStages,7,,,,,,,,,,,,,,,,,,,,,,,,
FF09A4A5-9089-4C45-B763-B5891D2247C6,5B1F9409-267D-4224-B4C5-A691C5A2B335,16:54.2,16:54.2,stage22,CBComInsMemberGameInfoStages,13,,,,,,,,,,,,,,,,,,,,,,,,
26B2F0C9-3A2D-4213-9F96-3045DC7E2F7B,D51C5025-CF21-4DB8-8087-B3EB598698F1,16:54.2,16:54.2,stage19,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
81C83E4C-A457-4AEA-B6ED-2E36F6FD52B5,C7FEE5DB-DF93-4820-9F49-3A0F68A66D7A,16:54.2,16:54.2,stage18,CBComInsMemberGameInfoStages,11,,,,,,,,,,,,,,,,,,,,,,,,
C703B26F-0F04-42B9-AACB-5B7D4C019255,4A423C81-67AE-483C-92D2-9CF180C5CF01,16:54.2,16:54.2,stage11,CBComInsMemberGameInfoStages,1,,,,,,,,,,,,,,,,,,,,,,,,
FE790CEA-A9EF-4D4E-B98A-399A8B9B8C35,1B3E59E3-78F6-4F9E-B6E6-75D52B948A25,16:54.2,16:54.2,stage10,CBComInsMemberGameInfoStages,6,,,,,,,,,,,,,,,,,,,,,,,,
757A9E76-1A52-4CE6-9710-C005FA1ED575,0CAB6CE5-F167-4B53-98A8-2058DE3DBD1C,16:54.2,16:54.2,stage1,CBComInsMemberGameInfoStages,10,,,,,,,,,,,,,,,,,,,,,,,,
BE1886CF-4818-475E-B261-5EB7E16D342B,87D00DF4-7F58-4BF7-BC08-39DEB1849CC4,16:54.2,16:54.2,stage0,CBComInsMemberGameInfoStages,8,,,,,,,,,,,,,,,,,,,,,,,,
433BE478-80AE-4FEF-9B64-C58A1AA0093F,F8976E51-D68B-46AE-AFA3-C9DCFF50B7C7,16:54.2,16:54.2,stage15,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
EE68B044-48B3-4385-A317-245532D4115E,12975B2A-5999-4FDC-A519-6C50096C84F5,16:54.2,16:54.2,stage29,CBComInsMemberGameInfoStages,10,,,,,,,,,,,,,,,,,,,,,,,,
9B036B7A-4F44-46EA-9894-805239CCC42A,2CD1C976-3B1F-42F1-9416-0B538E0157B8,16:54.2,16:54.2,stage20,CBComInsMemberGameInfoStages,4,,,,,,,,,,,,,,,,,,,,,,,,
38B0439F-5E77-4355-B330-CEA87B96DE75,89B638B2-E568-41F9-A01F-4FEE81A57BC2,16:54.2,16:54.2,stage25,CBComInsMemberGameInfoStages,0,,,,,,,,,,,,,,,,,,,,,,,,
